Source,Target,JourneyText,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Weight
"Hatton Garden, Holborn","Smith Square, Westminster","Hatton Garden, Holborn to Smith Square, Westminster",7,21,15,10,20,9,14,1,97
"Palace Gate, Kensington Gardens","Notting Hill Gate Station, Notting Hill","Palace Gate, Kensington Gardens to Notting Hill Gate Station, Notting Hill",23,29,16,15,6,1,7,0,97
"Flood Street, Chelsea","St. George's Square, Pimlico","Flood Street, Chelsea to St. George's Square, Pimlico",9,17,30,13,5,12,11,0,97
"Cartwright Gardens , Bloomsbury","Greenland Road, Camden Town","Cartwright Gardens , Bloomsbury to Greenland Road, Camden Town",4,17,17,17,14,13,14,1,97
"Endsleigh Gardens, Euston","William IV Street, Strand","Endsleigh Gardens, Euston to William IV Street, Strand",7,28,20,12,19,5,5,1,97
"South Kensington Station, South Kensington","Palace Gate, Kensington Gardens","South Kensington Station, South Kensington to Palace Gate, Kensington Gardens",19,36,19,8,10,4,1,0,97
"Exhibition Road Museums, Knightsbridge","Harewood Avenue, Marylebone","Exhibition Road Museums, Knightsbridge to Harewood Avenue, Marylebone",3,7,22,21,19,10,14,1,97
"Brushfield Street, Liverpool Street","Old Ford Road, Bethnal Green","Brushfield Street, Liverpool Street to Old Ford Road, Bethnal Green",12,30,11,14,17,9,4,0,97
"Endsleigh Gardens, Euston","Pall Mall East, West End","Endsleigh Gardens, Euston to Pall Mall East, West End",6,16,20,16,8,13,18,0,97
"Waterloo Station 2, Waterloo","Southampton Street, Strand","Waterloo Station 2, Waterloo to Southampton Street, Strand",5,21,22,9,18,13,9,0,97
"Dorset Square, Marylebone","Greenland Road, Camden Town","Dorset Square, Marylebone to Greenland Road, Camden Town",8,19,14,24,18,6,7,1,97
"Milroy Walk, South Bank","Golden Lane, Barbican","Milroy Walk, South Bank to Golden Lane, Barbican",7,22,20,13,12,10,12,1,97
"Waterloo Station 1, Waterloo","Kennington Lane Rail Bridge, Vauxhall","Waterloo Station 1, Waterloo to Kennington Lane Rail Bridge, Vauxhall",15,23,10,19,15,9,5,1,97
"Wapping High Street, Wapping","South Quay West, Canary Wharf","Wapping High Street, Wapping to South Quay West, Canary Wharf",5,29,28,13,11,7,4,0,97
"Portman Square, Marylebone","Harewood Avenue, Marylebone","Portman Square, Marylebone to Harewood Avenue, Marylebone",7,21,19,9,20,16,4,1,97
"Warren Street Station, Euston","Great Marlborough Street, Soho","Warren Street Station, Euston to Great Marlborough Street, Soho",6,16,9,19,16,19,11,1,97
"Old Ford Road, Bethnal Green","Bow Road Station, Bow","Old Ford Road, Bethnal Green to Bow Road Station, Bow",7,16,12,21,17,6,17,1,97
"Kensington Church Street, Kensington","Curzon Street, Mayfair","Kensington Church Street, Kensington to Curzon Street, Mayfair",14,29,18,10,9,8,9,0,97
"Fashion Street, Whitechapel","Altab Ali Park, Whitechapel","Fashion Street, Whitechapel to Altab Ali Park, Whitechapel",4,20,21,20,12,5,12,3,97
"Vaughan Way, Wapping","Wapping Lane 2, Wapping","Vaughan Way, Wapping to Wapping Lane 2, Wapping",38,59,0,0,0,0,0,0,97
"Kennington Lane Rail Bridge, Vauxhall","Embankment (Horse Guards), Westminster","Kennington Lane Rail Bridge, Vauxhall to Embankment (Horse Guards), Westminster",4,17,27,15,12,12,10,0,97
"Rectory Square, Stepney","Philpot Street, Whitechapel","Rectory Square, Stepney to Philpot Street, Whitechapel",6,14,15,17,34,6,4,1,97
"St. Mary Axe, Aldgate","Leonard Circus , Shoreditch","St. Mary Axe, Aldgate to Leonard Circus , Shoreditch",3,21,13,24,15,3,18,0,97
"Bermondsey Street, Bermondsey","Cheapside, Bank","Bermondsey Street, Bermondsey to Cheapside, Bank",8,24,17,21,10,10,7,0,97
"Hampton Street, Walworth","Moor Street, Soho","Hampton Street, Walworth to Moor Street, Soho",4,20,13,19,11,11,17,2,97
"Walworth Road, Southwark","Tyers Gate, Bermondsey","Walworth Road, Southwark to Tyers Gate, Bermondsey",8,20,16,29,9,4,11,0,97
"Tooley Street, Bermondsey","Brick Lane Market, Shoreditch","Tooley Street, Bermondsey to Brick Lane Market, Shoreditch",19,22,19,12,9,7,7,2,97
"Burdett Road, Mile End","Regent's Row , Haggerston ","Burdett Road, Mile End to Regent's Row , Haggerston ",7,21,24,13,8,14,8,2,97
"William IV Street, Strand","Gower Place , Euston","William IV Street, Strand to Gower Place , Euston",3,12,12,13,16,18,23,0,97
"Hop Exchange, The Borough","Berry Street, Clerkenwell","Hop Exchange, The Borough to Berry Street, Clerkenwell",6,27,24,19,9,2,8,2,97
"Philpot Street, Whitechapel","Sidney Street, Stepney","Philpot Street, Whitechapel to Sidney Street, Stepney",6,16,24,11,13,14,11,2,97
"Butler Place, Westminster","Vauxhall Cross, Vauxhall","Butler Place, Westminster to Vauxhall Cross, Vauxhall",8,27,18,16,3,5,20,0,97
"Borough High Street, The Borough","Stamford Street, South Bank","Borough High Street, The Borough to Stamford Street, South Bank",9,26,15,3,20,11,13,0,97
"Royal Mews, Victoria","Panton Street, West End","Royal Mews, Victoria to Panton Street, West End",12,45,36,4,0,0,0,0,97
"Earnshaw Street , Covent Garden","Hatton Garden, Holborn","Earnshaw Street , Covent Garden to Hatton Garden, Holborn",5,17,19,18,14,6,17,1,97
"Granby Street, Shoreditch","New Road 1 , Whitechapel","Granby Street, Shoreditch to New Road 1 , Whitechapel",3,33,19,14,10,8,9,1,97
"Albany Street, Regent's Park","South Wharf Road, Paddington","Albany Street, Regent's Park to South Wharf Road, Paddington",6,10,21,14,14,10,21,1,97
"Bankside Mix, Bankside","Kennington Oval, Oval","Bankside Mix, Bankside to Kennington Oval, Oval",11,18,13,29,14,4,8,0,97
"Hampton Street, Walworth","Moorfields, Moorgate","Hampton Street, Walworth to Moorfields, Moorgate",9,20,12,17,17,5,16,1,97
"Wells Street, Fitzrovia ","Dorset Square, Marylebone","Wells Street, Fitzrovia  to Dorset Square, Marylebone",8,24,9,14,17,11,12,2,97
"Bankside Mix, Bankside","Walnut Tree Walk, Vauxhall","Bankside Mix, Bankside to Walnut Tree Walk, Vauxhall",7,21,25,14,11,8,11,0,97
"Jewry Street, Aldgate","Brushfield Street, Liverpool Street","Jewry Street, Aldgate to Brushfield Street, Liverpool Street",2,22,17,17,15,10,14,0,97
"Eaton Square, Belgravia","Drayton Gardens, Chelsea","Eaton Square, Belgravia to Drayton Gardens, Chelsea",8,20,18,15,13,13,10,0,97
"Serpentine Car Park, Hyde Park","Park Lane , Hyde Park","Serpentine Car Park, Hyde Park to Park Lane , Hyde Park",1,21,39,13,11,4,6,2,97
"St Katharines Way, Tower","Wapping High Street, Wapping","St Katharines Way, Tower to Wapping High Street, Wapping",10,31,19,12,8,10,5,2,97
"Queen's Gate, Kensington Gardens","Derry Street, Kensington","Queen's Gate, Kensington Gardens to Derry Street, Kensington",10,32,27,12,9,3,4,0,97
"Harewood Avenue, Marylebone","Castlehaven Road, Camden Town","Harewood Avenue, Marylebone to Castlehaven Road, Camden Town",5,27,21,12,13,10,7,2,97
"Burdett Road, Mile End","Altab Ali Park, Whitechapel","Burdett Road, Mile End to Altab Ali Park, Whitechapel",8,25,15,17,16,11,4,1,97
"Beaumont Street, Marylebone","Prince Albert Road, Regent's Park","Beaumont Street, Marylebone to Prince Albert Road, Regent's Park",7,34,21,11,6,5,11,2,97
"Bayswater Road, Hyde Park","Cardinal Place, Victoria","Bayswater Road, Hyde Park to Cardinal Place, Victoria",10,23,13,9,11,15,16,0,97
"Greenland Road, Camden Town","Portland Place, Marylebone","Greenland Road, Camden Town to Portland Place, Marylebone",7,25,22,16,14,2,9,2,97
"Broadcasting House, Marylebone","George Street, Marylebone","Broadcasting House, Marylebone to George Street, Marylebone",3,25,20,17,15,7,9,1,97
"Gun Makers Lane, Old Ford","Royal London Hospital, Whitechapel","Gun Makers Lane, Old Ford to Royal London Hospital, Whitechapel",2,24,28,20,7,7,9,0,97
"Prince Consort Road, Knightsbridge","Whiteley's, Bayswater","Prince Consort Road, Knightsbridge to Whiteley's, Bayswater",16,26,11,14,13,13,4,0,97
"Bow Road Station, Bow","Lower Thames Street, Monument","Bow Road Station, Bow to Lower Thames Street, Monument",4,12,24,22,19,12,4,0,97
"Bromley High Street, Bromley","Bath Street, St. Luke's","Bromley High Street, Bromley to Bath Street, St. Luke's",4,19,12,19,17,5,21,0,97
"Geraldine Street, Elephant & Castle","Jubilee Gardens, South Bank","Geraldine Street, Elephant & Castle to Jubilee Gardens, South Bank",10,13,21,20,13,8,10,2,97
"Doric Way , Somers Town","Earnshaw Street , Covent Garden","Doric Way , Somers Town to Earnshaw Street , Covent Garden",5,10,22,16,17,14,11,2,97
"Broadcasting House, Marylebone","Westminster University, Marylebone","Broadcasting House, Marylebone to Westminster University, Marylebone",5,11,18,26,19,15,3,0,97
"Moor Street, Soho","Dorset Square, Marylebone","Moor Street, Soho to Dorset Square, Marylebone",5,17,13,19,14,13,15,1,97
"Belvedere Road, South Bank","Southampton Place, Holborn","Belvedere Road, South Bank to Southampton Place, Holborn",8,22,24,15,14,7,7,0,97
"Antill Road, Mile End","Mostyn Grove, Bow","Antill Road, Mile End to Mostyn Grove, Bow",3,21,22,16,19,14,2,0,97
"Tyers Gate, Bermondsey","Crosswall, Tower","Tyers Gate, Bermondsey to Crosswall, Tower",10,19,28,10,3,10,17,0,97
"Notting Hill Gate Station, Notting Hill","Abbey Orchard Street, Westminster","Notting Hill Gate Station, Notting Hill to Abbey Orchard Street, Westminster",5,34,30,19,3,1,5,0,97
"Norton Folgate, Liverpool Street","Waterloo Station 2, Waterloo","Norton Folgate, Liverpool Street to Waterloo Station 2, Waterloo",5,10,19,21,19,8,14,1,97
"Derry Street, Kensington","Devonshire Terrace, Bayswater","Derry Street, Kensington to Devonshire Terrace, Bayswater",4,15,25,22,12,10,9,0,97
"Northington Street , Holborn","Bedford Way, Bloomsbury","Northington Street , Holborn to Bedford Way, Bloomsbury",4,7,17,27,20,7,15,0,97
"Queen Victoria Street, St. Paul's","Hop Exchange, The Borough","Queen Victoria Street, St. Paul's to Hop Exchange, The Borough",9,23,28,12,8,12,3,2,97
"Southampton Place, Holborn","Northington Street , Holborn","Southampton Place, Holborn to Northington Street , Holborn",6,19,26,17,8,12,9,0,97
"Vauxhall Cross, Vauxhall","Kennington Cross, Kennington","Vauxhall Cross, Vauxhall to Kennington Cross, Kennington",5,18,19,14,13,7,16,5,97
"Ackroyd Drive, Bow","Brushfield Street, Liverpool Street","Ackroyd Drive, Bow to Brushfield Street, Liverpool Street",5,19,16,17,13,12,14,1,97
"Hyde Park Corner, Hyde Park","Jubilee Gardens, South Bank","Hyde Park Corner, Hyde Park to Jubilee Gardens, South Bank",5,34,19,16,10,4,9,0,97
"Lancaster Gate , Bayswater","Exhibition Road Museums, Knightsbridge","Lancaster Gate , Bayswater to Exhibition Road Museums, Knightsbridge",1,11,9,17,18,18,22,1,97
"New Road 1 , Whitechapel","Altab Ali Park, Whitechapel","New Road 1 , Whitechapel to Altab Ali Park, Whitechapel",2,29,22,17,6,16,5,0,97
"LMU Commercial Road, Whitechapel","Bell Lane, Liverpool Street","LMU Commercial Road, Whitechapel to Bell Lane, Liverpool Street",9,15,6,15,12,25,15,0,97
"Ontario Street, Elephant & Castle","New Kent Road, Borough","Ontario Street, Elephant & Castle to New Kent Road, Borough",6,22,17,10,14,12,16,0,97
"Bank of England Museum, Bank","Shoreditch High Street, Shoreditch","Bank of England Museum, Bank to Shoreditch High Street, Shoreditch",15,18,25,17,12,1,8,1,97
"Dorset Square, Marylebone","Foley Street, Fitzrovia","Dorset Square, Marylebone to Foley Street, Fitzrovia",8,14,14,18,14,11,18,0,97
"Whitehall Place, Strand","Butler Place, Westminster","Whitehall Place, Strand to Butler Place, Westminster",9,26,21,15,9,11,6,0,97
"Hop Exchange, The Borough","King Edward Walk, Waterloo","Hop Exchange, The Borough to King Edward Walk, Waterloo",7,21,15,13,18,12,10,1,97
"Taviton Street, Bloomsbury","Farringdon Lane, Clerkenwell","Taviton Street, Bloomsbury to Farringdon Lane, Clerkenwell",7,13,15,19,21,11,11,0,97
"Pall Mall East, West End","Millennium Hotel, Mayfair","Pall Mall East, West End to Millennium Hotel, Mayfair",6,28,26,12,8,8,8,1,97
"Antill Road, Mile End","Clinton Road, Mile End","Antill Road, Mile End to Clinton Road, Mile End",11,16,12,18,24,11,5,0,97
"Elizabeth Bridge, Victoria","Royal Avenue 2, Chelsea","Elizabeth Bridge, Victoria to Royal Avenue 2, Chelsea",8,20,18,25,11,10,5,0,97
"Sidney Street, Stepney","Globe Town Market, Bethnal Green","Sidney Street, Stepney to Globe Town Market, Bethnal Green",10,21,20,15,8,17,6,0,97
"Fishermans Walk West, Canary Wharf","Burdett Road, Mile End","Fishermans Walk West, Canary Wharf to Burdett Road, Mile End",7,22,22,16,13,10,7,0,97
"Gloucester Avenue, Camden Town","Castlehaven Road, Camden Town","Gloucester Avenue, Camden Town to Castlehaven Road, Camden Town",11,26,25,12,7,5,10,1,97
"Bethnal Green Road, Shoreditch","Sadlers Sports Centre, Finsbury","Bethnal Green Road, Shoreditch to Sadlers Sports Centre, Finsbury",6,16,22,23,9,10,11,0,97
"Harrowby Street, Marylebone","Crawford Street, Marylebone","Harrowby Street, Marylebone to Crawford Street, Marylebone",5,16,18,15,15,12,15,1,97
"Broadwick Street, Soho","Bayley Street , Bloomsbury","Broadwick Street, Soho to Bayley Street , Bloomsbury",2,19,19,18,12,12,14,1,97
"Warwick Square, Pimlico","Bourne Street, Belgravia","Warwick Square, Pimlico to Bourne Street, Belgravia",0,16,24,13,10,17,17,0,97
"Stamford Street, South Bank","Webber Street , Southwark","Stamford Street, South Bank to Webber Street , Southwark",5,20,25,13,18,7,9,0,97
"Wren Street, Holborn","Ampton Street , Clerkenwell","Wren Street, Holborn to Ampton Street , Clerkenwell",4,21,22,15,20,6,9,0,97
"Bayswater Road, Hyde Park","Hinde Street, Marylebone","Bayswater Road, Hyde Park to Hinde Street, Marylebone",4,30,16,13,3,17,13,1,97
"Bethnal Green Gardens, Bethnal Green","Bancroft Road, Bethnal Green","Bethnal Green Gardens, Bethnal Green to Bancroft Road, Bethnal Green",8,16,22,10,7,11,22,1,97
"Wells Street, Fitzrovia ","Moor Street, Soho","Wells Street, Fitzrovia  to Moor Street, Soho",2,30,10,21,15,9,9,1,97
"Harriet Street, Knightsbridge","Flood Street, Chelsea","Harriet Street, Knightsbridge to Flood Street, Chelsea",14,21,21,13,15,7,6,0,97
"Taviton Street, Bloomsbury","Royal College Street, Camden Town","Taviton Street, Bloomsbury to Royal College Street, Camden Town",1,9,8,34,25,8,11,1,97
"Abingdon Green, Great College Street","Horseferry Road, Westminster","Abingdon Green, Great College Street to Horseferry Road, Westminster",6,20,15,24,17,10,4,1,97
"Queen Marys, Mile End","Jubilee Street, Stepney","Queen Marys, Mile End to Jubilee Street, Stepney",3,11,27,20,8,13,11,4,97
"Kennington Lane Rail Bridge, Vauxhall","Wormwood Street, Liverpool Street","Kennington Lane Rail Bridge, Vauxhall to Wormwood Street, Liverpool Street",7,24,21,20,13,2,10,0,97
"Lower Marsh, Waterloo","Wansey Street, Walworth","Lower Marsh, Waterloo to Wansey Street, Walworth",6,23,27,18,9,10,4,0,97
"Old Montague Street, Whitechapel","Wood Street, Guildhall","Old Montague Street, Whitechapel to Wood Street, Guildhall",7,14,9,18,16,12,21,0,97
"Driffield Road, Old Ford","Granby Street, Shoreditch","Driffield Road, Old Ford to Granby Street, Shoreditch",9,33,11,15,11,13,5,0,97
"Queen Victoria Street, St. Paul's","Concert Hall Approach 1, South Bank","Queen Victoria Street, St. Paul's to Concert Hall Approach 1, South Bank",7,27,13,16,15,11,8,0,97
"Flood Street, Chelsea","Gloucester Street, Pimlico","Flood Street, Chelsea to Gloucester Street, Pimlico",4,30,20,14,16,5,7,1,97
"Snow Hill, Farringdon","Bath Street, St. Luke's","Snow Hill, Farringdon to Bath Street, St. Luke's",3,15,13,15,23,12,15,1,97
"Whitehall Place, Strand","Wells Street, Fitzrovia ","Whitehall Place, Strand to Wells Street, Fitzrovia ",8,22,11,19,19,8,10,0,97
"Southwark Station 1, Southwark","Bermondsey Street, Bermondsey","Southwark Station 1, Southwark to Bermondsey Street, Bermondsey",4,20,9,9,17,19,19,0,97
"Mallory Street, Marylebone","Gower Place , Euston","Mallory Street, Marylebone to Gower Place , Euston",0,2,10,23,30,14,16,2,97
"City Road, Angel","Godliman Street, St. Paul's","City Road, Angel to Godliman Street, St. Paul's",0,13,22,15,20,11,16,0,97
"Southwark Station 1, Southwark","Lambeth North Station, Waterloo","Southwark Station 1, Southwark to Lambeth North Station, Waterloo",2,8,12,28,20,9,18,0,97
"Canton Street, Poplar","South Quay West, Canary Wharf","Canton Street, Poplar to South Quay West, Canary Wharf",6,17,12,16,16,10,19,1,97
"Hyde Park Corner, Hyde Park","Whitehall Place, Strand","Hyde Park Corner, Hyde Park to Whitehall Place, Strand",4,15,20,20,19,10,9,0,97
"Murray Grove , Hoxton","West Smithfield Rotunda, Farringdon","Murray Grove , Hoxton to West Smithfield Rotunda, Farringdon",4,16,18,11,19,13,15,1,97
"Queensbridge Road, Haggerston","Columbia Road, Weavers","Queensbridge Road, Haggerston to Columbia Road, Weavers",10,14,32,9,13,11,8,0,97
"Pont Street, Knightsbridge","Chelsea Green, Chelsea","Pont Street, Knightsbridge to Chelsea Green, Chelsea",5,22,19,18,14,12,7,0,97
"Southwick Street, Paddington","Sloane Avenue, Knightsbridge","Southwick Street, Paddington to Sloane Avenue, Knightsbridge",10,22,21,16,13,4,11,0,97
"Lancaster Gate , Bayswater","South Kensington Station, South Kensington","Lancaster Gate , Bayswater to South Kensington Station, South Kensington",3,27,30,18,11,4,4,0,97
"New Cavendish Street, Marylebone","Tavistock Street, Covent Garden","New Cavendish Street, Marylebone to Tavistock Street, Covent Garden",11,5,14,18,19,14,15,1,97
"Whitehall Place, Strand","Bankside Mix, Bankside","Whitehall Place, Strand to Bankside Mix, Bankside",19,31,19,6,12,3,7,0,97
"Empire Square, The Borough","Webber Street , Southwark","Empire Square, The Borough to Webber Street , Southwark",6,23,15,4,23,14,10,2,97
"Queen Street, Bank","Horseferry Road, Westminster","Queen Street, Bank to Horseferry Road, Westminster",2,8,13,20,15,16,22,1,97
"Braham Street, Aldgate","Bermondsey Street, Bermondsey","Braham Street, Aldgate to Bermondsey Street, Bermondsey",7,25,15,14,13,14,9,0,97
"Bell Street , Marylebone","Hinde Street, Marylebone","Bell Street , Marylebone to Hinde Street, Marylebone",11,15,11,11,16,21,12,0,97
"Curlew Street, Shad Thames","Belgrove Street , King's Cross","Curlew Street, Shad Thames to Belgrove Street , King's Cross",1,20,18,15,15,9,19,0,97
"Jubilee Street, Stepney","Queen Marys, Mile End","Jubilee Street, Stepney to Queen Marys, Mile End",4,10,18,13,17,16,17,2,97
"Belgrove Street , King's Cross","Westminster University, Marylebone","Belgrove Street , King's Cross to Westminster University, Marylebone",7,33,26,9,9,5,7,1,97
"Lancaster Gate , Bayswater","Bishop's Bridge Road West, Bayswater","Lancaster Gate , Bayswater to Bishop's Bridge Road West, Bayswater",0,16,17,15,29,10,8,2,97
