Rental Id,Billable Duration,Duration,Unique ID/Customer Record Number,Subscription Id,Bike Id,End Date,EndStation Id,EndStation Logical Terminal,EndStation Name,endStationPriority_id,Start Date,StartStation Id,StartStation Logical Terminal,StartStation Name,startStationPriority_id,EndHourCategory Id,StartHourCategory Id,BikeUserType Id
18954129,503,503,471055415,7316,7331,06/01/2013 00:28,24,981,"British Museum, Bloomsbury",0,06/01/2013 00:19,383,2660,"Frith Street, Soho",0,0,0,1
18957490,427,427,590511429,6435711,5745,06/01/2013 00:27,405,1107,"Gloucester Road Station, South Kensington",0,06/01/2013 00:19,133,3436,"Derry Street, Kensington",0,0,0,1
18942527,522,523,484712268,9111129,9202,06/01/2013 00:29,450,200002,"Jubilee Street, Stepney",0,06/01/2013 00:20,39,3445,"Shoreditch High Street, Shoreditch",1,0,0,0
18953969,1598,1599,182338781,4584620,6763,06/01/2013 00:47,411,10629,"Walworth Road, Southwark",0,06/01/2013 00:20,383,2660,"Frith Street, Soho",0,0,0,1
18951299,431,432,1169697833,9117356,7723,06/01/2013 00:28,483,22166,"Albert Gardens, Stepney",0,06/01/2013 00:21,510,200238,"Westferry DLR, Limehouse",1,0,0,0
18945046,441,441,1876770292,5210558,8561,06/01/2013 00:28,200,1105,"LMU Commercial Road, Whitechapel",0,06/01/2013 00:21,282,1077,"Royal London Hospital, Whitechapel",0,0,0,1
18948245,1190,1191,837480546,9043071,71,06/01/2013 00:42,178,3460,"Warwick Square, Pimlico",0,06/01/2013 00:22,584,200086,"Ilchester Gardens, Bayswater",0,0,0,1
18948150,398,398,612630660,7281848,7179,06/01/2013 00:29,489,22177,"Christian Street, Whitechapel",0,06/01/2013 00:22,236,3483,"Fashion Street, Whitechapel",0,0,0,1
18951164,427,428,1876770292,5210558,5650,06/01/2013 00:29,200,1105,"LMU Commercial Road, Whitechapel",0,06/01/2013 00:22,282,1077,"Royal London Hospital, Whitechapel",0,0,0,1
18955570,630,631,1365339147,7948620,7593,06/01/2013 00:33,411,10629,"Walworth Road, Southwark",0,06/01/2013 00:22,64,1028,"William IV Street, Strand",1,0,0,1
18957962,952,952,1474031736,2832422,7019,06/01/2013 00:38,149,1073,"Kennington Road Post Office, Oval",0,06/01/2013 00:22,272,1133,"Baylis Road, Waterloo",1,0,0,1
18952845,1531,1532,1651987773,8231819,993,06/01/2013 00:48,152,1118,"Hampton Street, Walworth",0,06/01/2013 00:23,492,200230,"The Green Bridge, Mile End",0,0,0,1
18948954,334,335,550229441,8079443,7562,06/01/2013 00:28,204,3468,"Margery Street, Clerkenwell",0,06/01/2013 00:23,66,982,"Holborn Circus, Holborn",1,0,0,1
18953067,474,474,408312074,8332021,978,06/01/2013 00:31,326,1131,"Graham Street, Angel",0,06/01/2013 00:23,58,1032,"New Inn Yard, Shoreditch",0,0,0,1
18945515,3093,3093,109177942,9115567,3343,06/01/2013 01:15,447,200054,"Jubilee Crescent, Cubitt Town",0,06/01/2013 00:24,381,2669,"Charlotte Street, Fitzrovia",0,0,0,0
18950087,304,304,1437464677,153109,4826,06/01/2013 00:29,321,2637,"Bermondsey Street, Bermondsey",0,06/01/2013 00:24,125,996,"Borough High Street, The Borough",0,0,0,1
